,gameId,blueWins,wardsPlaced,wardsDestroyed,kills,deaths,assists,eliteMonsters,dragonsTaken,heraldsTaken,towersLost,totalGold,avgLevel,totalExperience,totalMinionsKilled,totalJungleMinionsKilled,goldDiff,experienceDiff,csPerMin,goldPerMin,losingTeamWardsPlaced,losingTeamWardsDestroyed,losingTeamFirstBlood,redKills,redDeaths,losingTeamAssits,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,losingTeamTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,losingTeamGoldPerMin,blueKills,blueDeaths,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redFirstBlood,teamWon
197,4518474732,1,18,1,10,5,8,1,1,0,0,18297,7.2,19476,242,48,2709,1259,24.2,1829.7,13,0,0.0,5.0,10.0,7,0.0,0.0,0.0,0.0,15588.0,6.8,18217.0,214.0,60,-2709.0,-1259.0,21.4,1558.8,,,,,,,,,,,,,,,blue
199,4496397328,1,42,4,8,5,10,1,1,0,0,17886,7.4,20099,229,59,1824,1409,22.9,1788.6,14,1,0.0,5.0,8.0,5,0.0,0.0,0.0,0.0,16062.0,7.2,18690.0,222.0,60,-1824.0,-1409.0,22.2,1606.2,,,,,,,,,,,,,,,blue
201,4518654959,1,15,2,4,4,4,1,0,1,0,16631,7.2,19310,252,57,1507,1667,25.2,1663.1,29,2,1.0,4.0,4.0,1,0.0,0.0,0.0,0.0,15124.0,7.0,17643.0,214.0,56,-1507.0,-1667.0,21.4,1512.4,,,,,,,,,,,,,,,blue
207,4459403995,1,20,1,4,9,3,0,0,0,0,15582,6.8,17281,212,56,-2058,-2051,21.2,1558.2,12,6,1.0,9.0,4.0,11,0.0,0.0,0.0,0.0,17640.0,7.2,19332.0,224.0,54,2058.0,2051.0,22.4,1764.0,,,,,,,,,,,,,,,blue
208,4489079383,1,16,3,5,5,7,1,1,0,0,15441,6.6,17550,201,52,-575,-208,20.1,1544.1,18,1,1.0,5.0,5.0,3,0.0,0.0,0.0,0.0,16016.0,6.8,17758.0,213.0,64,575.0,208.0,21.3,1601.6,,,,,,,,,,,,,,,blue
211,4524895124,1,16,3,12,9,15,0,0,0,0,18106,6.6,16668,186,48,862,-442,18.6,1810.6,17,4,1.0,9.0,12.0,11,1.0,1.0,0.0,0.0,17244.0,6.8,17110.0,204.0,48,-862.0,442.0,20.4,1724.4,,,,,,,,,,,,,,,blue
212,4519469738,1,35,3,6,2,9,1,1,0,0,16501,6.6,18428,221,44,2761,1659,22.1,1650.1,15,1,0.0,2.0,6.0,1,0.0,0.0,0.0,0.0,13740.0,6.6,16769.0,201.0,40,-2761.0,-1659.0,20.1,1374.0,,,,,,,,,,,,,,,blue
214,4453080532,1,35,2,5,5,3,0,0,0,0,16195,7.0,19145,244,60,-75,655,24.4,1619.5,17,4,1.0,5.0,5.0,5,1.0,1.0,0.0,0.0,16270.0,7.0,18490.0,217.0,52,75.0,-655.0,21.7,1627.0,,,,,,,,,,,,,,,blue
215,4523303530,1,18,3,14,5,12,1,1,0,0,20294,6.8,18459,230,48,5805,4777,23.0,2029.4,17,1,0.0,5.0,14.0,6,0.0,0.0,0.0,0.0,14489.0,5.8,13682.0,178.0,28,-5805.0,-4777.0,17.8,1448.9,,,,,,,,,,,,,,,blue
218,4490487724,1,18,1,3,7,2,0,0,0,0,15065,6.6,17137,231,50,-2595,-2856,23.1,1506.5,17,8,0.0,7.0,3.0,6,1.0,0.0,1.0,0.0,17660.0,7.4,19993.0,260.0,51,2595.0,2856.0,26.0,1766.0,,,,,,,,,,,,,,,blue
219,4515381064,1,22,5,1,2,3,0,0,0,0,14359,6.8,17258,228,55,-334,-73,22.8,1435.9,16,1,1.0,2.0,1.0,1,1.0,1.0,0.0,0.0,14693.0,6.6,17331.0,223.0,48,334.0,73.0,22.3,1469.3,,,,,,,,,,,,,,,blue
220,4512271556,1,13,3,11,4,8,2,1,1,1,19377,7.4,20008,233,44,3806,2161,23.3,1937.7,15,0,0.0,4.0,11.0,4,0.0,0.0,0.0,0.0,15571.0,7.0,17847.0,231.0,44,-3806.0,-2161.0,23.1,1557.1,,,,,,,,,,,,,,,blue
222,4481234929,1,24,1,8,4,8,0,0,0,0,17448,6.8,18315,242,48,2551,1754,24.2,1744.8,17,1,0.0,4.0,8.0,7,0.0,0.0,0.0,0.0,14897.0,6.6,16561.0,195.0,46,-2551.0,-1754.0,19.5,1489.7,,,,,,,,,,,,,,,blue
227,4519912865,1,13,3,12,4,11,0,0,0,0,19331,7.2,19387,255,50,4003,2566,25.5,1933.1,17,1,1.0,4.0,12.0,5,1.0,1.0,0.0,0.0,15328.0,6.8,16821.0,215.0,50,-4003.0,-2566.0,21.5,1532.8,,,,,,,,,,,,,,,blue
228,4447426572,1,17,3,8,6,7,1,1,0,0,17131,7.4,19719,240,43,819,2149,24.0,1713.1,13,5,1.0,6.0,8.0,9,0.0,0.0,0.0,0.0,16312.0,7.0,17570.0,206.0,52,-819.0,-2149.0,20.6,1631.2,,,,,,,,,,,,,,,blue
229,4493407357,1,78,4,9,3,10,0,0,0,0,17983,7.0,18340,230,52,4009,1935,23.0,1798.3,18,0,0.0,3.0,9.0,1,1.0,0.0,1.0,0.0,13974.0,6.6,16405.0,183.0,49,-4009.0,-1935.0,18.3,1397.4,,,,,,,,,,,,,,,blue
236,4517646191,1,15,2,8,7,10,1,1,0,0,17000,6.6,16417,204,49,218,-204,20.4,1700.0,14,5,1.0,7.0,8.0,5,0.0,0.0,0.0,0.0,16782.0,6.8,16621.0,209.0,55,-218.0,204.0,20.9,1678.2,,,,,,,,,,,,,,,blue
237,4459901632,1,31,2,6,4,7,0,0,0,0,17200,7.2,18984,235,59,2208,1929,23.5,1720.0,20,1,0.0,4.0,6.0,5,0.0,0.0,0.0,0.0,14992.0,6.6,17055.0,215.0,40,-2208.0,-1929.0,21.5,1499.2,,,,,,,,,,,,,,,blue
241,4525184804,1,54,4,6,1,8,2,1,1,0,16763,7.0,18897,224,51,2817,2414,22.4,1676.3,37,3,1.0,1.0,6.0,1,0.0,0.0,0.0,0.0,13946.0,6.4,16483.0,207.0,56,-2817.0,-2414.0,20.7,1394.6,,,,,,,,,,,,,,,blue
242,4524569254,1,13,3,9,5,4,2,1,1,0,18434,7.4,20263,223,70,2812,2497,22.3,1843.4,16,2,1.0,5.0,9.0,3,0.0,0.0,0.0,0.0,15622.0,7.2,17766.0,226.0,55,-2812.0,-2497.0,22.6,1562.2,,,,,,,,,,,,,,,blue
244,4446797537,1,14,2,5,6,6,1,1,0,0,17251,7.4,19984,233,76,334,955,23.3,1725.1,16,2,1.0,6.0,5.0,5,0.0,0.0,0.0,0.0,16917.0,7.0,19029.0,230.0,60,-334.0,-955.0,23.0,1691.7,,,,,,,,,,,,,,,blue
245,4524403652,1,12,2,7,6,5,1,1,0,0,17051,7.0,18864,246,44,1909,2436,24.6,1705.1,16,0,0.0,6.0,7.0,8,0.0,0.0,0.0,0.0,15142.0,6.4,16428.0,196.0,40,-1909.0,-2436.0,19.6,1514.2,,,,,,,,,,,,,,,blue
247,4440119391,1,24,3,14,4,14,0,0,0,0,21095,7.6,21242,249,67,5802,5396,24.9,2109.5,13,5,0.0,4.0,14.0,5,1.0,1.0,0.0,0.0,15293.0,6.2,15846.0,186.0,44,-5802.0,-5396.0,18.6,1529.3,,,,,,,,,,,,,,,blue
248,4518199999,1,14,1,6,4,3,1,1,0,0,16434,7.0,18641,228,47,1085,1048,22.8,1643.4,12,2,0.0,4.0,6.0,2,0.0,0.0,0.0,0.0,15349.0,6.6,17593.0,220.0,48,-1085.0,-1048.0,22.0,1534.9,,,,,,,,,,,,,,,blue
250,4498216490,1,40,7,8,9,9,1,0,1,0,16968,7.0,18900,214,45,306,1895,21.4,1696.8,25,4,1.0,9.0,8.0,10,0.0,0.0,0.0,0.0,16662.0,6.6,17005.0,208.0,33,-306.0,-1895.0,20.8,1666.2,,,,,,,,,,,,,,,blue
252,4523093613,1,17,3,5,7,3,1,1,0,0,16056,6.8,17578,234,56,-1419,-1156,23.4,1605.6,39,2,1.0,7.0,5.0,13,1.0,0.0,1.0,0.0,17475.0,7.0,18734.0,227.0,52,1419.0,1156.0,22.7,1747.5,,,,,,,,,,,,,,,blue
253,4437257190,1,27,5,10,6,8,1,0,1,0,18392,6.8,18818,222,52,2263,1634,22.2,1839.2,18,1,0.0,6.0,10.0,5,1.0,1.0,0.0,0.0,16129.0,6.4,17184.0,213.0,60,-2263.0,-1634.0,21.3,1612.9,,,,,,,,,,,,,,,blue
254,4521897707,1,17,4,6,2,9,0,0,0,0,16415,7.2,18271,230,43,1374,1225,23.0,1641.5,17,4,0.0,2.0,6.0,2,1.0,1.0,0.0,0.0,15041.0,6.8,17046.0,217.0,51,-1374.0,-1225.0,21.7,1504.1,,,,,,,,,,,,,,,blue
255,4467164835,1,18,5,14,4,21,1,1,0,0,19948,7.4,20064,220,56,4301,3444,22.0,1994.8,66,2,1.0,4.0,14.0,4,0.0,0.0,0.0,0.0,15647.0,6.6,16620.0,205.0,60,-4301.0,-3444.0,20.5,1564.7,,,,,,,,,,,,,,,blue
256,4521542696,1,13,0,9,4,6,0,0,0,0,18189,7.0,19191,220,54,3905,3713,22.0,1818.9,15,3,0.0,4.0,9.0,3,0.0,0.0,0.0,0.0,14284.0,6.2,15478.0,181.0,52,-3905.0,-3713.0,18.1,1428.4,,,,,,,,,,,,,,,blue
257,4495464440,1,15,2,3,8,4,0,0,0,0,14398,6.6,15990,194,42,-2919,-2318,19.4,1439.8,16,2,1.0,8.0,3.0,9,1.0,1.0,0.0,0.0,17317.0,7.0,18308.0,207.0,51,2919.0,2318.0,20.7,1731.7,,,,,,,,,,,,,,,blue
258,4452038425,1,22,2,6,0,8,1,1,0,0,17359,7.4,20592,265,59,2923,2787,26.5,1735.9,15,7,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,14436.0,6.8,17805.0,242.0,48,-2923.0,-2787.0,24.2,1443.6,,,,,,,,,,,,,,,blue
261,4384241438,1,16,1,7,3,7,1,1,0,0,16355,7.0,18991,238,43,1143,1251,23.8,1635.5,11,0,1.0,3.0,7.0,2,0.0,0.0,0.0,0.0,15212.0,7.0,17740.0,216.0,59,-1143.0,-1251.0,21.6,1521.2,,,,,,,,,,,,,,,blue
262,4466040137,1,57,3,11,9,13,0,0,0,0,18333,7.0,18622,225,56,736,266,22.5,1833.3,15,2,1.0,9.0,11.0,9,1.0,1.0,0.0,0.0,17597.0,7.2,18356.0,205.0,44,-736.0,-266.0,20.5,1759.7,,,,,,,,,,,,,,,blue
264,4458282675,1,18,4,11,6,13,2,1,1,0,19677,7.6,20488,236,57,3977,3949,23.6,1967.7,36,5,1.0,6.0,11.0,12,0.0,0.0,0.0,0.0,15700.0,6.4,16539.0,208.0,32,-3977.0,-3949.0,20.8,1570.0,,,,,,,,,,,,,,,blue
265,4507871318,1,18,5,11,7,14,0,0,0,0,18793,7.0,18395,217,37,3026,3357,21.7,1879.3,20,2,1.0,7.0,11.0,8,1.0,1.0,0.0,0.0,15767.0,6.4,15038.0,174.0,37,-3026.0,-3357.0,17.4,1576.7,,,,,,,,,,,,,,,blue
270,4444232401,1,11,3,5,6,6,1,1,0,0,15926,7.2,19262,223,63,-496,-837,22.3,1592.6,9,2,1.0,6.0,5.0,5,0.0,0.0,0.0,0.0,16422.0,7.4,20099.0,218.0,46,496.0,837.0,21.8,1642.2,,,,,,,,,,,,,,,blue
272,4515353277,1,18,3,6,10,8,0,0,0,0,16481,6.8,17069,201,48,-1334,-1607,20.1,1648.1,14,4,0.0,10.0,6.0,12,1.0,1.0,0.0,0.0,17815.0,7.2,18676.0,198.0,44,1334.0,1607.0,19.8,1781.5,,,,,,,,,,,,,,,blue
274,4521172111,1,39,3,6,2,3,1,1,0,0,16569,7.2,19120,238,44,1398,1804,23.8,1656.9,17,18,0.0,2.0,6.0,3,0.0,0.0,0.0,0.0,15171.0,6.6,17316.0,233.0,60,-1398.0,-1804.0,23.3,1517.1,,,,,,,,,,,,,,,blue
275,4517776491,1,17,4,5,3,5,0,0,0,0,17322,7.0,19067,229,63,3005,1938,22.9,1732.2,18,2,0.0,3.0,5.0,4,0.0,0.0,0.0,0.0,14317.0,6.4,17129.0,197.0,32,-3005.0,-1938.0,19.7,1431.7,,,,,,,,,,,,,,,blue
277,4523639973,1,21,2,3,5,3,2,1,1,0,16009,7.2,18511,268,55,-473,383,26.8,1600.9,16,6,1.0,5.0,3.0,7,0.0,0.0,0.0,0.0,16482.0,6.8,18128.0,246.0,46,473.0,-383.0,24.6,1648.2,,,,,,,,,,,,,,,blue
280,4493154896,1,37,6,10,4,10,0,0,0,0,18456,7.2,19319,218,48,3765,2661,21.8,1845.6,15,2,0.0,4.0,10.0,3,0.0,0.0,0.0,0.0,14691.0,6.8,16658.0,193.0,47,-3765.0,-2661.0,19.3,1469.1,,,,,,,,,,,,,,,blue
282,4505100164,1,16,1,11,5,12,1,1,0,0,18890,7.2,19229,223,40,2708,682,22.3,1889.0,16,4,0.0,5.0,11.0,4,0.0,0.0,0.0,0.0,16182.0,7.2,18547.0,230.0,47,-2708.0,-682.0,23.0,1618.2,,,,,,,,,,,,,,,blue
284,4515793486,1,18,2,6,3,7,1,1,0,0,16785,7.4,19346,245,45,1901,684,24.5,1678.5,48,1,0.0,3.0,6.0,2,0.0,0.0,0.0,0.0,14884.0,7.0,18662.0,211.0,68,-1901.0,-684.0,21.1,1488.4,,,,,,,,,,,,,,,blue
285,4505809782,1,37,0,10,5,15,1,1,0,0,18786,7.2,18509,235,60,2480,1699,23.5,1878.6,15,1,1.0,5.0,10.0,8,1.0,0.0,1.0,0.0,16306.0,6.8,16810.0,221.0,40,-2480.0,-1699.0,22.1,1630.6,,,,,,,,,,,,,,,blue
287,4475734964,1,35,4,10,5,14,2,1,1,0,18009,7.2,18763,200,55,2911,1378,20.0,1800.9,15,3,0.0,5.0,10.0,5,0.0,0.0,0.0,0.0,15098.0,6.8,17385.0,212.0,52,-2911.0,-1378.0,21.2,1509.8,,,,,,,,,,,,,,,blue
293,4521516098,1,13,3,5,3,4,2,1,1,0,15889,7.0,18189,217,52,874,-302,21.7,1588.9,39,2,0.0,3.0,5.0,4,0.0,0.0,0.0,0.0,15015.0,7.2,18491.0,215.0,52,-874.0,302.0,21.5,1501.5,,,,,,,,,,,,,,,blue
302,4519159286,1,15,1,3,4,2,1,1,0,0,16120,6.8,17683,223,56,1171,-1140,22.3,1612.0,13,2,0.0,4.0,3.0,3,0.0,0.0,0.0,0.0,14949.0,7.2,18823.0,207.0,46,-1171.0,1140.0,20.7,1494.9,,,,,,,,,,,,,,,blue
304,4517486439,1,19,3,8,2,12,0,0,0,0,17432,7.2,18495,209,44,2673,1388,20.9,1743.2,11,2,0.0,2.0,8.0,4,1.0,1.0,0.0,0.0,14759.0,6.6,17107.0,216.0,64,-2673.0,-1388.0,21.6,1475.9,,,,,,,,,,,,,,,blue
305,4524983213,1,18,4,9,7,10,1,1,0,0,16922,6.8,17350,207,36,-251,-1675,20.7,1692.2,15,3,0.0,7.0,9.0,3,0.0,0.0,0.0,0.0,17173.0,7.2,19025.0,221.0,48,251.0,1675.0,22.1,1717.3,,,,,,,,,,,,,,,blue
308,4474578405,1,15,2,2,4,1,2,1,1,0,15131,7.0,18134,239,64,-318,86,23.9,1513.1,17,3,0.0,4.0,2.0,5,0.0,0.0,0.0,0.0,15449.0,6.8,18048.0,216.0,44,318.0,-86.0,21.6,1544.9,,,,,,,,,,,,,,,blue
311,4496025643,1,18,1,10,7,9,0,0,0,0,18485,7.4,19949,228,52,2300,2148,22.8,1848.5,16,3,1.0,7.0,10.0,6,0.0,0.0,0.0,0.0,16185.0,7.2,17801.0,187.0,43,-2300.0,-2148.0,18.7,1618.5,,,,,,,,,,,,,,,blue
312,4449279281,1,15,2,6,3,4,1,1,0,0,16980,7.0,18593,241,44,2642,1346,24.1,1698.0,16,3,0.0,3.0,6.0,5,0.0,0.0,0.0,0.0,14338.0,6.6,17247.0,188.0,54,-2642.0,-1346.0,18.8,1433.8,,,,,,,,,,,,,,,blue
313,4524290588,1,14,2,5,4,6,0,0,0,0,17066,6.8,17494,236,46,2833,220,23.6,1706.6,12,0,0.0,4.0,5.0,2,1.0,1.0,0.0,0.0,14233.0,7.0,17274.0,172.0,67,-2833.0,-220.0,17.2,1423.3,,,,,,,,,,,,,,,blue
316,4457248839,1,14,2,13,7,11,0,0,0,0,18692,7.4,19886,238,40,1872,3579,23.8,1869.2,13,2,1.0,7.0,13.0,11,0.0,0.0,0.0,0.0,16820.0,6.6,16307.0,215.0,36,-1872.0,-3579.0,21.5,1682.0,,,,,,,,,,,,,,,blue
318,4511728953,1,15,2,4,5,3,1,1,0,0,15859,7.2,18390,242,59,-88,-932,24.2,1585.9,41,2,1.0,5.0,4.0,10,0.0,0.0,0.0,0.0,15947.0,7.2,19322.0,222.0,61,88.0,932.0,22.2,1594.7,,,,,,,,,,,,,,,blue
319,4455484063,1,15,2,4,9,5,0,0,0,0,16044,7.0,18226,224,56,-1427,-1008,22.4,1604.4,18,2,1.0,9.0,4.0,6,0.0,0.0,0.0,0.0,17471.0,7.2,19234.0,243.0,28,1427.0,1008.0,24.3,1747.1,,,,,,,,,,,,,,,blue
320,4492027887,1,17,2,8,11,6,1,0,1,0,15941,6.8,16613,180,37,-2440,-1603,18.0,1594.1,14,5,1.0,11.0,8.0,15,0.0,0.0,0.0,0.0,18381.0,6.8,18216.0,219.0,40,2440.0,1603.0,21.9,1838.1,,,,,,,,,,,,,,,blue
322,4472130589,1,15,5,4,7,2,1,1,0,0,15682,6.8,17438,234,60,-1075,73,23.4,1568.2,19,2,1.0,7.0,4.0,6,0.0,0.0,0.0,0.0,16757.0,6.8,17365.0,213.0,51,1075.0,-73.0,21.3,1675.7,,,,,,,,,,,,,,,blue
323,4509440283,1,56,2,7,8,7,2,1,1,0,15843,6.8,17154,190,44,-1799,-1304,19.0,1584.3,17,3,0.0,8.0,7.0,15,0.0,0.0,0.0,0.0,17642.0,6.8,18458.0,196.0,48,1799.0,1304.0,19.6,1764.2,,,,,,,,,,,,,,,blue
324,4522207567,1,16,3,12,3,11,1,1,0,0,18248,7.4,19855,201,48,3296,3231,20.1,1824.8,12,0,0.0,3.0,12.0,3,0.0,0.0,0.0,0.0,14952.0,6.4,16624.0,201.0,47,-3296.0,-3231.0,20.1,1495.2,,,,,,,,,,,,,,,blue
325,4492532758,1,13,4,4,7,3,0,0,0,0,15333,7.0,18073,201,68,-1942,57,20.1,1533.3,18,3,1.0,7.0,4.0,5,1.0,1.0,0.0,0.0,17275.0,6.8,18016.0,236.0,48,1942.0,-57.0,23.6,1727.5,,,,,,,,,,,,,,,blue
326,4521901284,1,17,6,8,4,10,1,1,0,0,17496,7.2,18253,246,31,2013,247,24.6,1749.6,16,4,0.0,4.0,8.0,3,0.0,0.0,0.0,0.0,15483.0,7.0,18006.0,229.0,60,-2013.0,-247.0,22.9,1548.3,,,,,,,,,,,,,,,blue
327,4524952365,1,14,6,12,8,15,2,1,1,0,19809,7.0,18530,221,52,3574,1210,22.1,1980.9,22,2,0.0,8.0,12.0,11,0.0,0.0,0.0,0.0,16235.0,6.8,17320.0,166.0,45,-3574.0,-1210.0,16.6,1623.5,,,,,,,,,,,,,,,blue
328,4506175906,1,21,5,13,3,9,1,1,0,0,19329,7.0,19021,246,36,6000,5033,24.6,1932.9,36,3,0.0,3.0,13.0,5,1.0,0.0,1.0,0.0,13329.0,6.0,13988.0,142.0,56,-6000.0,-5033.0,14.2,1332.9,,,,,,,,,,,,,,,blue
330,4490186049,1,15,4,4,4,1,2,1,1,0,16292,7.2,18889,274,50,1229,1059,27.4,1629.2,18,2,1.0,4.0,4.0,2,0.0,0.0,0.0,0.0,15063.0,7.0,17830.0,220.0,50,-1229.0,-1059.0,22.0,1506.3,,,,,,,,,,,,,,,blue
334,4519405060,1,46,0,8,3,14,1,1,0,0,17520,7.0,18610,211,55,1892,890,21.1,1752.0,11,2,0.0,3.0,8.0,4,0.0,0.0,0.0,0.0,15628.0,6.8,17720.0,250.0,52,-1892.0,-890.0,25.0,1562.8,,,,,,,,,,,,,,,blue
337,4519652445,1,10,2,2,6,1,0,0,0,0,14542,6.8,17517,234,48,-1751,-1585,23.4,1454.2,15,1,1.0,6.0,2.0,4,1.0,1.0,0.0,0.0,16293.0,7.0,19102.0,229.0,56,1751.0,1585.0,22.9,1629.3,,,,,,,,,,,,,,,blue
338,4479492497,1,12,2,14,6,10,1,0,1,1,20225,6.6,17976,194,50,4453,2458,19.4,2022.5,17,2,0.0,6.0,14.0,6,1.0,1.0,0.0,0.0,15772.0,6.6,15518.0,189.0,40,-4453.0,-2458.0,18.9,1577.2,,,,,,,,,,,,,,,blue
340,4474899637,1,18,3,6,5,4,2,1,1,0,16787,7.2,18618,253,52,534,154,25.3,1678.7,17,3,1.0,5.0,6.0,10,0.0,0.0,0.0,0.0,16253.0,7.2,18464.0,197.0,75,-534.0,-154.0,19.7,1625.3,,,,,,,,,,,,,,,blue
342,4518035441,1,17,0,4,7,4,2,1,1,0,15132,6.8,16489,190,64,-2022,-2023,19.0,1513.2,14,2,1.0,7.0,4.0,7,0.0,0.0,0.0,0.0,17154.0,7.2,18512.0,242.0,44,2022.0,2023.0,24.2,1715.4,,,,,,,,,,,,,,,blue
346,4471437748,1,18,6,6,4,5,1,1,0,0,17002,7.2,18755,218,71,2536,3339,21.8,1700.2,14,3,1.0,4.0,6.0,0,1.0,0.0,1.0,0.0,14466.0,6.4,15416.0,210.0,35,-2536.0,-3339.0,21.0,1446.6,,,,,,,,,,,,,,,blue
347,4452202569,1,53,4,7,11,10,0,0,0,0,16308,6.8,16771,189,44,-1751,-2784,18.9,1630.8,40,1,1.0,11.0,7.0,9,1.0,0.0,1.0,0.0,18059.0,7.4,19555.0,200.0,58,1751.0,2784.0,20.0,1805.9,,,,,,,,,,,,,,,blue
348,4519983082,1,17,2,7,10,9,0,0,0,0,16282,6.8,16826,198,45,-1516,-1467,19.8,1628.2,16,4,1.0,10.0,7.0,10,2.0,1.0,1.0,0.0,17798.0,6.8,18293.0,201.0,47,1516.0,1467.0,20.1,1779.8,,,,,,,,,,,,,,,blue
352,4490111763,1,18,4,7,4,5,2,1,1,0,16801,7.2,18563,211,60,1574,1834,21.1,1680.1,12,1,0.0,4.0,7.0,3,0.0,0.0,0.0,0.0,15227.0,6.8,16729.0,200.0,43,-1574.0,-1834.0,20.0,1522.7,,,,,,,,,,,,,,,blue
353,4511615760,1,22,2,6,3,10,0,0,0,0,17141,7.2,19142,232,54,2378,2190,23.2,1714.1,15,2,1.0,3.0,6.0,1,1.0,1.0,0.0,0.0,14763.0,6.8,16952.0,206.0,56,-2378.0,-2190.0,20.6,1476.3,,,,,,,,,,,,,,,blue
356,4494288234,1,38,0,8,2,8,0,0,0,0,18274,7.0,18615,238,45,3803,2825,23.8,1827.4,15,0,0.0,2.0,8.0,6,0.0,0.0,0.0,0.0,14471.0,6.4,15790.0,201.0,51,-3803.0,-2825.0,20.1,1447.1,,,,,,,,,,,,,,,blue
358,4487544482,1,16,4,6,2,9,0,0,0,0,17549,7.2,19231,243,64,2397,1405,24.3,1754.9,21,3,1.0,2.0,6.0,1,1.0,0.0,1.0,0.0,15152.0,6.8,17826.0,248.0,44,-2397.0,-1405.0,24.8,1515.2,,,,,,,,,,,,,,,blue
361,4515497599,1,17,4,14,3,16,0,0,0,0,20139,7.8,21898,218,56,5035,5420,21.8,2013.9,16,1,0.0,3.0,14.0,5,0.0,0.0,0.0,0.0,15104.0,6.6,16478.0,223.0,40,-5035.0,-5420.0,22.3,1510.4,,,,,,,,,,,,,,,blue
365,4506399392,1,18,4,6,5,9,0,0,0,0,16693,7.0,18761,227,57,897,1090,22.7,1669.3,16,4,0.0,5.0,6.0,7,0.0,0.0,0.0,0.0,15796.0,7.0,17671.0,237.0,36,-897.0,-1090.0,23.7,1579.6,,,,,,,,,,,,,,,blue
366,4520037654,1,18,3,5,2,4,2,1,1,0,15925,6.8,17913,228,56,1946,1292,22.8,1592.5,20,0,0.0,2.0,5.0,2,0.0,0.0,0.0,0.0,13979.0,6.8,16621.0,213.0,46,-1946.0,-1292.0,21.3,1397.9,,,,,,,,,,,,,,,blue
368,4523092782,1,19,8,6,4,7,0,0,0,0,16852,6.8,18660,239,44,1588,1331,23.9,1685.2,16,3,0.0,4.0,6.0,7,0.0,0.0,0.0,0.0,15264.0,6.8,17329.0,213.0,54,-1588.0,-1331.0,21.3,1526.4,,,,,,,,,,,,,,,blue
370,4522265559,1,17,2,2,4,2,1,1,0,0,14863,6.8,17436,195,72,-720,432,19.5,1486.3,15,1,1.0,4.0,2.0,4,0.0,0.0,0.0,0.0,15583.0,6.8,17004.0,223.0,36,720.0,-432.0,22.3,1558.3,,,,,,,,,,,,,,,blue
373,4524992548,1,18,1,7,8,8,1,1,0,0,17570,7.0,18283,238,58,527,1493,23.8,1757.0,16,2,1.0,8.0,7.0,11,0.0,0.0,0.0,0.0,17043.0,6.8,16790.0,176.0,48,-527.0,-1493.0,17.6,1704.3,,,,,,,,,,,,,,,blue
374,4524182340,1,19,4,6,4,3,1,0,1,0,16561,7.0,17961,232,53,1496,-730,23.2,1656.1,55,6,0.0,4.0,6.0,4,1.0,1.0,0.0,0.0,15065.0,7.0,18691.0,191.0,55,-1496.0,730.0,19.1,1506.5,,,,,,,,,,,,,,,blue
379,4501451685,1,14,4,5,8,7,2,1,1,0,16256,7.0,17637,231,56,-1623,-1144,23.1,1625.6,14,0,1.0,8.0,5.0,9,0.0,0.0,0.0,0.0,17879.0,7.0,18781.0,243.0,48,1623.0,1144.0,24.3,1787.9,,,,,,,,,,,,,,,blue
380,4523922035,1,19,2,3,3,3,1,1,0,0,15231,7.0,17617,221,52,1076,759,22.1,1523.1,20,6,1.0,3.0,3.0,0,0.0,0.0,0.0,0.0,14155.0,6.8,16858.0,223.0,37,-1076.0,-759.0,22.3,1415.5,,,,,,,,,,,,,,,blue
381,4481186047,1,19,2,7,10,9,1,1,0,0,16070,6.6,16577,173,36,-1156,-667,17.3,1607.0,16,4,1.0,10.0,7.0,6,0.0,0.0,0.0,0.0,17226.0,6.6,17244.0,211.0,42,1156.0,667.0,21.1,1722.6,,,,,,,,,,,,,,,blue
383,4509259241,1,10,1,7,5,4,1,0,1,2,19036,7.0,18857,246,47,4363,4467,24.6,1903.6,11,1,0.0,5.0,7.0,4,0.0,0.0,0.0,0.0,14673.0,5.8,14390.0,164.0,28,-4363.0,-4467.0,16.4,1467.3,,,,,,,,,,,,,,,blue
384,4513456428,1,18,5,11,6,13,1,1,0,0,18214,7.2,19670,220,52,2262,2885,22.0,1821.4,18,4,0.0,6.0,11.0,6,0.0,0.0,0.0,0.0,15952.0,6.6,16785.0,228.0,34,-2262.0,-2885.0,22.8,1595.2,,,,,,,,,,,,,,,blue
386,4520529866,1,14,6,6,3,7,0,0,0,0,16590,7.2,19041,228,39,1214,2080,22.8,1659.0,16,1,1.0,3.0,6.0,2,1.0,1.0,0.0,0.0,15376.0,6.8,16961.0,224.0,66,-1214.0,-2080.0,22.4,1537.6,,,,,,,,,,,,,,,blue
387,4525050175,1,15,2,4,1,6,1,1,0,0,15508,6.8,17062,217,48,1728,-337,21.7,1550.8,17,3,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,13780.0,6.8,17399.0,223.0,47,-1728.0,337.0,22.3,1378.0,,,,,,,,,,,,,,,blue
